"Kod";"Nazwa";"ogółem;ogółem;2020;[osoba]";"w wieku produkcyjnym;ogółem;2020;[osoba]";
3011045;"Krzywiń - obszar wiejski (5)";8205;5012;
3011053;"Śmigiel (3)";17489;10492;
3011054;"Śmigiel - miasto (4)";5621;3293;
3011055;"Śmigiel - obszar wiejski (5)";11868;7199;
3012000;"Powiat krotoszyński";76998;46255;
3012011;"Sulmierzyce (1)";2831;1730;
3012023;"Kobylin (3)";8049;4863;
3012024;"Kobylin - miasto (4)";3222;1975;
3012025;"Kobylin - obszar wiejski (5)";4827;2888;
3012033;"Koźmin Wielkopolski (3)";13140;7810;
3012034;"Koźmin Wielkopolski - miasto (4)";6437;3783;
3012035;"Koźmin Wielkopolski - obszar wiejski (5)";6703;4027;
3012043;"Krotoszyn (3)";40269;24081;
3012044;"Krotoszyn - miasto (4)";28701;17065;
3012045;"Krotoszyn - obszar wiejski (5)";11568;7016;
3012052;"Rozdrażew (2)";5151;3156;
3012063;"Zduny (3)";7558;4615;
3012064;"Zduny - miasto (4)";4445;2775;
3012065;"Zduny - obszar wiejski (5)";3113;1840;
3013000;"Powiat leszczyński";57911;35228;
3013012;"Krzemieniewo (2)";8272;4947;
3013022;"Lipno (2)";8658;5358;
3013033;"Osieczna (3)";9314;5686;
3013034;"Osieczna - miasto (4)";2392;1425;
3013035;"Osieczna - obszar wiejski (5)";6922;4261;
3013043;"Rydzyna (3)";9836;5883;
3013044;"Rydzyna - miasto (4)";2919;1719;
3013045;"Rydzyna - obszar wiejski (5)";6917;4164;
3013052;"Święciechowa (2)";8214;5045;
3013062;"Wijewo (2)";3863;2396;
3013072;"Włoszakowice (2)";9754;5913;
3014000;"Powiat międzychodzki";36633;21882;
3014012;"Chrzypsko Wielkie (2)";3306;1955;
3014022;"Kwilcz (2)";6377;3831;
3014033;"Międzychód (3)";18309;10943;
3014034;"Międzychód - miasto (4)";10476;6109;
3014035;"Międzychód - obszar wiejski (5)";7833;4834;
3014043;"Sieraków (3)";8641;5153;
3014044;"Sieraków - miasto (4)";5956;3554;
3014045;"Sieraków - obszar wiejski (5)";2685;1599;
3015000;"Powiat nowotomyski";75576;45338;
3015012;"Kuślin (2)";5467;3303;
3015023;"Lwówek (3)";9017;5538;
3015024;"Lwówek - miasto (4)";2933;1774;
3015025;"Lwówek - obszar wiejski (5)";6084;3764;
3015032;"Miedzichowo (2)";3737;2258;
3015043;"Nowy Tomyśl (3)";27194;16177;
3015044;"Nowy Tomyśl - miasto (4)";14319;8320;
3015045;"Nowy Tomyśl - obszar wiejski (5)";12875;7857;
3015053;"Opalenica (3)";16357;9726;
3015054;"Opalenica - miasto (4)";9545;5581;
3015055;"Opalenica - obszar wiejski (5)";6812;4145;
3015063;"Zbąszyń (3)";13804;8336;
3015064;"Zbąszyń - miasto (4)";7213;4319;
3015065;"Zbąszyń - obszar wiejski (5)";6591;4017;
3016000;"Powiat obornicki";59821;35970;
3016013;"Oborniki (3)";34185;20417;
3016014;"Oborniki - miasto (4)";17848;10438;
3016015;"Oborniki - obszar wiejski (5)";16337;9979;
3016023;"Rogoźno (3)";18372;11097;
3016024;"Rogoźno - miasto (4)";11124;6598;
3016025;"Rogoźno - obszar wiejski (5)";7248;4499;
3016032;"Ryczywół (2)";7264;4456;
3017000;"Powiat ostrowski";161357;96765;
3017011;"Ostrów Wielkopolski (1)";71560;41419;
3017023;"Nowe Skalmierzyce (3)";15625;9604;
3017024;"Nowe Skalmierzyce - miasto (4)";4744;2856;
3017025;"Nowe Skalmierzyce - obszar wiejski (5)";10881;6748;
3017033;"Odolanów (3)";14674;9062;
3017034;"Odolanów - miasto (4)";5114;3093;
3017035;"Odolanów - obszar wiejski (5)";9560;5969;
3017042;"Ostrów Wielkopolski (2)";19162;11859;
3017052;"Przygodzice (2)";12232;7508;
3017063;"Raszków (3)";11881;7192;
3017064;"Raszków - miasto (4)";2119;1323;
3017065;"Raszków - obszar wiejski (5)";9762;5869;
3017072;"Sieroszewice (2)";9660;5968;
3017082;"Sośnie (2)";6563;4153;
3018000;"Powiat ostrzeszowski";55265;33448;
3018012;"Czajków (2)";2505;1524;
3018022;"Doruchów (2)";5373;3294;
3018033;"Grabów nad Prosną (3)";7777;4756;
3018034;"Grabów nad Prosną - miasto (4)";1912;1125;
3018035;"Grabów nad Prosną - obszar wiejski (5)";5865;3631;
3018042;"Kobyla Góra (2)";6135;3792;
3018052;"Kraszewice (2)";3640;2210;
3018063;"Mikstat (3)";5990;3633;
3018064;"Mikstat - miasto (4)";1812;1121;
3018065;"Mikstat - obszar wiejski (5)";4178;2512;
3018073;"Ostrzeszów (3)";23845;14239;
3018074;"Ostrzeszów - miasto (4)";13964;8047;
3018075;"Ostrzeszów - obszar wiejski (5)";9881;6192;
3019000;"Powiat pilski";135477;81520;
3019011;"Piła (1)";72527;42400;
3019022;"Białośliwie (2)";4809;2979;
3019032;"Kaczory (2)";7883;4974;
3019043;"Łobżenica (3)";9468;5825;
3019044;"Łobżenica - miasto (4)";2939;1798;
3019045;"Łobżenica - obszar wiejski (5)";6529;4027;
3019052;"Miasteczko Krajeńskie (2)";3147;1917;
3019062;"Szydłowo (2)";9341;6006;
3019073;"Ujście (3)";7946;4928;
3019074;"Ujście - miasto (4)";3623;2204;
3019075;"Ujście - obszar wiejski (5)";4323;2724;
3019083;"Wyrzysk (3)";13835;8535;
3019084;"Wyrzysk - miasto (4)";5131;3145;
3019085;"Wyrzysk - obszar wiejski (5)";8704;5390;
3019093;"Wysoka (3)";6521;3956;
3019094;"Wysoka - miasto (4)";2614;1514;
3019095;"Wysoka - obszar wiejski (5)";3907;2442;
3020000;"Powiat pleszewski";62763;37874;
3020013;"Chocz (3)";4741;2982;
3020014;"Chocz - miasto (4)";1769;1130;
3020015;"Chocz - obszar wiejski (5)";2972;1852;
3020022;"Czermin (2)";4935;2975;
3020033;"Dobrzyca (3)";8093;4883;
3020034;"Dobrzyca - miasto (4)";3112;1864;
3020035;"Dobrzyca - obszar wiejski (5)";4981;3019;
3020042;"Gizałki (2)";4591;2824;
3020052;"Gołuchów (2)";10807;6653;
3020063;"Pleszew (3)";29596;17557;
3020064;"Pleszew - miasto (4)";16953;9869;
3020065;"Pleszew - obszar wiejski (5)";12643;7688;
3021000;"Powiat poznański";406590;244857;
3021011;"Luboń (1)";32015;19262;
3021021;"Puszczykowo (1)";9575;5520;
3021033;"Buk (3)";12673;7681;
3021034;"Buk - miasto (4)";5948;3546;
3021035;"Buk - obszar wiejski (5)";6725;4135;
3021042;"Czerwonak (2)";27780;16941;
3021052;"Dopiewo (2)";29328;17575;
3021062;"Kleszczewo (2)";9343;5714;
3021072;"Komorniki (2)";31474;18878;
3021083;"Kostrzyn (3)";18764;11479;
3021084;"Kostrzyn - miasto (4)";9697;5865;
3021085;"Kostrzyn - obszar wiejski (5)";9067;5614;
3021093;"Kórnik (3)";30909;18801;
3021094;"Kórnik - miasto (4)";8023;4713;
3021095;"Kórnik - obszar wiejski (5)";22886;14088;
3021103;"Mosina (3)";33767;20248;
3021104;"Mosina - miasto (4)";14255;8311;
3021105;"Mosina - obszar wiejski (5)";19512;11937;
3021113;"Murowana Goślina (3)";16942;10649;
3021114;"Murowana Goślina - miasto (4)";10410;6611;
3021115;"Murowana Goślina - obszar wiejski (5)";6532;4038;
3021123;"Pobiedziska (3)";19943;12142;
3021124;"Pobiedziska - miasto (4)";9451;5727;
3021125;"Pobiedziska - obszar wiejski (5)";10492;6415;
3021132;"Rokietnica (2)";19326;11732;
3021143;"Stęszew (3)";15125;9242;
3021144;"Stęszew - miasto (4)";5903;3515;
3021145;"Stęszew - obszar wiejski (5)";9222;5727;
3021152;"Suchy Las (2)";18512;10801;
3021163;"Swarzędz (3)";52206;31280;
3021164;"Swarzędz - miasto (4)";29862;17778;
3021165;"Swarzędz - obszar wiejski (5)";22344;13502;
3021172;"Tarnowo Podgórne (2)";28908;16912;
3022000;"Powiat rawicki";60188;35743;
3022013;"Bojanowo (3)";8710;5276;
3022014;"Bojanowo - miasto (4)";2915;1765;
3022015;"Bojanowo - obszar wiejski (5)";5795;3511;
3022023;"Jutrosin (3)";7044;4239;
3022024;"Jutrosin - miasto (4)";1966;1158;
3022025;"Jutrosin - obszar wiejski (5)";5078;3081;
3022033;"Miejska Górka (3)";9233;5505;
3022034;"Miejska Górka - miasto (4)";3203;1926;
3022035;"Miejska Górka - obszar wiejski (5)";6030;3579;
3022042;"Pakosław (2)";4902;2917;
3022053;"Rawicz (3)";30299;17806;
3022054;"Rawicz - miasto (4)";20014;11502;
3022055;"Rawicz - obszar wiejski (5)";10285;6304;
3023000;"Powiat słupecki";58959;35798;
3023011;"Słupca (1)";13564;7756;
3023022;"Lądek (2)";5750;3488;
3023032;"Orchowo (2)";3800;2296;
3023042;"Ostrowite (2)";5054;3112;
3023052;"Powidz (2)";2320;1397;
3023062;"Słupca (2)";9313;5853;
3023072;"Strzałkowo (2)";10280;6389;
3023083;"Zagórów (3)";8878;5507;
3023084;"Zagórów - miasto (4)";2902;1801;
3023085;"Zagórów - obszar wiejski (5)";5976;3706;
3024000;"Powiat szamotulski";91745;55015;
3024011;"Obrzycko (1)";2385;1424;
3024022;"Duszniki (2)";9179;5557;
3024032;"Kaźmierz (2)";8840;5442;
3024042;"Obrzycko (2)";4498;2784;
3024053;"Ostroróg (3)";4931;3008;
3024054;"Ostroróg - miasto (4)";1916;1129;
3024055;"Ostroróg - obszar wiejski (5)";3015;1879;
3024063;"Pniewy (3)";12643;7707;
3024064;"Pniewy - miasto (4)";8084;4901;
3024065;"Pniewy - obszar wiejski (5)";4559;2806;
3024073;"Szamotuły (3)";30188;17902;
3024074;"Szamotuły - miasto (4)";18736;10842;
3024075;"Szamotuły - obszar wiejski (5)";11452;7060;
3024083;"Wronki (3)";19081;11191;
3024084;"Wronki - miasto (4)";11064;6331;
3024085;"Wronki - obszar wiejski (5)";8017;4860;
3025000;"Powiat średzki";59149;35508;
3025012;"Dominowo (2)";3180;1924;
3025022;"Krzykosy (2)";7163;4370;
3025032;"Nowe Miasto nad Wartą (2)";8984;5542;
3025043;"Środa Wielkopolska (3)";32874;19449;
3025044;"Środa Wielkopolska - miasto (4)";23672;13856;
3025045;"Środa Wielkopolska - obszar wiejski (5)";9202;5593;
3025052;"Zaniemyśl (2)";6948;4223;
3026000;"Powiat śremski";61492;36825;
3026012;"Brodnica (2)";4902;3036;
3026023;"Dolsk (3)";5908;3593;
3026024;"Dolsk - miasto (4)";1553;963;
3026025;"Dolsk - obszar wiejski (5)";4355;2630;
3026033;"Książ Wielkopolski (3)";8471;5191;
3026034;"Książ Wielkopolski - miasto (4)";2718;1634;
3026035;"Książ Wielkopolski - obszar wiejski (5)";5753;3557;
3026043;"Śrem (3)";42211;25005;
3026044;"Śrem - miasto (4)";29176;16858;
3026045;"Śrem - obszar wiejski (5)";13035;8147;
3027000;"Powiat turecki";83599;50594;
3027011;"Turek (1)";26441;15309;
3027022;"Brudzew (2)";5958;3629;
3027033;"Dobra (3)";6067;3612;
3027034;"Dobra - miasto (4)";1352;821;
3027035;"Dobra - obszar wiejski (5)";4715;2791;
3027042;"Kawęczyn (2)";5187;3131;
3027052;"Malanów (2)";6547;4145;
3027062;"Przykona (2)";4633;2868;
3027073;"Tuliszków (3)";10526;6464;
3027074;"Tuliszków - miasto (4)";3204;1961;
3027075;"Tuliszków - obszar wiejski (5)";7322;4503;
3027082;"Turek (2)";10152;6385;
3027092;"Władysławów (2)";8088;5051;
3028000;"Powiat wągrowiecki";70096;42390;
3028011;"Wągrowiec (1)";25607;15209;
3028022;"Damasławek (2)";5304;3190;
3028033;"Gołańcz (3)";8185;4946;
3028034;"Gołańcz - miasto (4)";3158;1879;
3028035;"Gołańcz - obszar wiejski (5)";5027;3067;
3028042;"Mieścisko (2)";5909;3658;
3028053;"Skoki (3)";9822;6006;
3028054;"Skoki - miasto (4)";4462;2671;
3028055;"Skoki - obszar wiejski (5)";5360;3335;
3028062;"Wapno (2)";2931;1781;
3028072;"Wągrowiec (2)";12338;7600;
3029000;"Powiat wolsztyński";57431;34285;
3029012;"Przemęt (2)";14147;8533;
3029022;"Siedlec (2)";12767;7718;
3029033;"Wolsztyn (3)";30517;18034;
3029034;"Wolsztyn - miasto (4)";12859;7256;
3029035;"Wolsztyn - obszar wiejski (5)";17658;10778;
3030000;"Powiat wrzesiński";78037;46841;
3030012;"Kołaczkowo (2)";5988;3675;
3030023;"Miłosław (3)";10144;6094;
3030024;"Miłosław - miasto (4)";3534;2088;
3030025;"Miłosław - obszar wiejski (5)";6610;4006;
3030033;"Nekla (3)";7617;4747;
3030034;"Nekla - miasto (4)";3851;2373;
3030035;"Nekla - obszar wiejski (5)";3766;2374;
3030043;"Pyzdry (3)";6863;4198;
3030044;"Pyzdry - miasto (4)";3092;1873;
3030045;"Pyzdry - obszar wiejski (5)";3771;2325;
3030053;"Września (3)";47425;28127;
3030054;"Września - miasto (4)";31000;17956;
3030055;"Września - obszar wiejski (5)";16425;10171;
3031000;"Powiat złotowski";69161;42395;
3031011;"Złotów (1)";18437;10900;
3031023;"Jastrowie (3)";11415;6837;
3031024;"Jastrowie - miasto (4)";8580;5022;
3031025;"Jastrowie - obszar wiejski (5)";2835;1815;
3031033;"Krajenka (3)";7524;4654;
3031034;"Krajenka - miasto (4)";3603;2181;
3031035;"Krajenka - obszar wiejski (5)";3921;2473;
3031042;"Lipka (2)";5490;3444;
3031053;"Okonek (3)";8441;5182;
3031054;"Okonek - miasto (4)";3842;2285;
3031055;"Okonek - obszar wiejski (5)";4599;2897;
3031062;"Tarnówka (2)";2969;1851;
3031072;"Zakrzewo (2)";4880;3136;
3031082;"Złotów (2)";10005;6391;
3061000;"Powiat m.Kalisz";99106;56413;
3061011;"Kalisz (1)";99106;56413;
3062000;"Powiat m.Konin";72539;41966;
3062011;"Konin (1)";72539;41966;
3063000;"Powiat m.Leszno";62854;36267;
3063011;"Leszno (1)";62854;36267;
3064000;"Powiat m.Poznań";532048;306055;
3064011;"Poznań (1)";532048;306055;
3200000;"ZACHODNIOPOMORSKIE";1688047;1005192;
3201000;"Powiat białogardzki";47304;28737;
3201011;"Białogard (1)";23950;14237;
3201022;"Białogard (2)";7543;4835;
3201033;"Karlino (3)";9093;5561;
3201034;"Karlino - miasto (4)";5862;3525;
3201035;"Karlino - obszar wiejski (5)";3231;2036;
3201043;"Tychowo (3)";6718;4104;
3201044;"Tychowo - miasto (4)";2485;1421;
3201045;"Tychowo - obszar wiejski (5)";4233;2683;
3202000;"Powiat choszczeński";47970;29189;
3202012;"Bierzwnik (2)";4666;2794;
3202023;"Choszczno (3)";21529;12928;
3202024;"Choszczno - miasto (4)";14998;8831;
3202025;"Choszczno - obszar wiejski (5)";6531;4097;
3202033;"Drawno (3)";4993;3102;
3202034;"Drawno - miasto (4)";2250;1363;
3202035;"Drawno - obszar wiejski (5)";2743;1739;
3202042;"Krzęcin (2)";3622;2258;
3202053;"Pełczyce (3)";7710;4735;
3202054;"Pełczyce - miasto (4)";2595;1606;
3202055;"Pełczyce - obszar wiejski (5)";5115;3129;
3202063;"Recz (3)";5450;3372;
3202064;"Recz - miasto (4)";2873;1756;
3202065;"Recz - obszar wiejski (5)";2577;1616;
3203000;"Powiat drawski";56482;34130;
3203013;"Czaplinek (3)";11740;7088;
3203014;"Czaplinek - miasto (4)";7094;4214;
3203015;"Czaplinek - obszar wiejski (5)";4646;2874;
3203023;"Drawsko Pomorskie (3)";17008;10232;
3203024;"Drawsko Pomorskie - miasto (4)";11417;6787;
3203025;"Drawsko Pomorskie - obszar wiejski (5)";5591;3445;
3203033;"Kalisz Pomorski (3)";7330;4403;
3203034;"Kalisz Pomorski - miasto (4)";4363;2547;
3203035;"Kalisz Pomorski - obszar wiejski (5)";2967;1856;
3203052;"Wierzchowo (2)";4192;2570;
3203063;"Złocieniec (3)";16212;9837;
3203064;"Złocieniec - miasto (4)";12706;7624;
3203065;"Złocieniec - obszar wiejski (5)";3506;2213;
3204000;"Powiat goleniowski";82310;50033;
3204023;"Goleniów (3)";36139;21657;
3204024;"Goleniów - miasto (4)";21979;12700;
3204025;"Goleniów - obszar wiejski (5)";14160;8957;
3204033;"Maszewo (3)";8768;5478;
3204034;"Maszewo - miasto (4)";3346;2080;
3204035;"Maszewo - obszar wiejski (5)";5422;3398;
3204043;"Nowogard (3)";24515;14737;
3204044;"Nowogard - miasto (4)";16448;9694;
3204045;"Nowogard - obszar wiejski (5)";8067;5043;
3204052;"Osina (2)";3024;1923;
3204062;"Przybiernów (2)";5007;3134;
3204073;"Stepnica (3)";4857;3104;
3204074;"Stepnica - miasto (4)";2464;1550;
3204075;"Stepnica - obszar wiejski (5)";2393;1554;
3205000;"Powiat gryficki";59844;36480;
3205012;"Brojce (2)";3664;2250;
3205023;"Gryfice (3)";23647;13985;
3205024;"Gryfice - miasto (4)";16212;9362;
3205025;"Gryfice - obszar wiejski (5)";7435;4623;
3205032;"Karnice (2)";3965;2503;
3205043;"Płoty (3)";8721;5399;
3205044;"Płoty - miasto (4)";3900;2359;
3205045;"Płoty - obszar wiejski (5)";4821;3040;
3205072;"Rewal (2)";3852;2348;
3205083;"Trzebiatów (3)";15995;9995;
3205084;"Trzebiatów - miasto (4)";9899;6081;
3205085;"Trzebiatów - obszar wiejski (5)";6096;3914;
3206000;"Powiat gryfiński";81289;49624;
3206012;"Banie (2)";6253;3879;
3206023;"Cedynia (3)";4168;2654;
3206024;"Cedynia - miasto (4)";1497;992;
3206025;"Cedynia - obszar wiejski (5)";2671;1662;
3206033;"Chojna (3)";13616;8519;
3206034;"Chojna - miasto (4)";7367;4578;
3206035;"Chojna - obszar wiejski (5)";6249;3941;
3206043;"Gryfino (3)";31626;18662;
3206044;"Gryfino - miasto (4)";20923;11958;
3206045;"Gryfino - obszar wiejski (5)";10703;6704;
3206053;"Mieszkowice (3)";7020;4384;
3206054;"Mieszkowice - miasto (4)";3577;2249;
3206055;"Mieszkowice - obszar wiejski (5)";3443;2135;
3206063;"Moryń (3)";4244;2621;
3206064;"Moryń - miasto (4)";1612;974;
3206065;"Moryń - obszar wiejski (5)";2632;1647;
3206072;"Stare Czarnowo (2)";3797;2345;
3206083;"Trzcińsko-Zdrój (3)";5174;3168;
3206084;"Trzcińsko-Zdrój - miasto (4)";2200;1302;
3206085;"Trzcińsko-Zdrój - obszar wiejski (5)";2974;1866;
3206092;"Widuchowa (2)";5391;3392;
3207000;"Powiat kamieński";46692;27877;
3207013;"Dziwnów (3)";3939;2413;
3207014;"Dziwnów - miasto (4)";2647;1564;
3207015;"Dziwnów - obszar wiejski (5)";1292;849;
3207023;"Golczewo (3)";5844;3590;
3207024;"Golczewo - miasto (4)";2673;1584;
3207025;"Golczewo - obszar wiejski (5)";3171;2006;
3207033;"Kamień Pomorski (3)";14217;8308;
3207034;"Kamień Pomorski - miasto (4)";8677;4907;
3207035;"Kamień Pomorski - obszar wiejski (5)";5540;3401;
3207043;"Międzyzdroje (3)";6398;3732;
3207044;"Międzyzdroje - miasto (4)";5307;3089;
3207045;"Międzyzdroje - obszar wiejski (5)";1091;643;
3207052;"Świerzno (2)";4213;2662;
3207063;"Wolin (3)";12081;7172;
3207064;"Wolin - miasto (4)";4739;2712;
3207065;"Wolin - obszar wiejski (5)";7342;4460;
3208000;"Powiat kołobrzeski";79300;47040;
3208011;"Kołobrzeg (1)";46198;26417;
3208022;"Dygowo (2)";5609;3433;
3208033;"Gościno (3)";5133;3092;
3208034;"Gościno - miasto (4)";2439;1403;
3208035;"Gościno - obszar wiejski (5)";2694;1689;
3208042;"Kołobrzeg (2)";10964;6892;
3208052;"Rymań (2)";3904;2498;
3208062;"Siemyśl (2)";3875;2434;
3208072;"Ustronie Morskie (2)";3617;2274;
3209000;"Powiat koszaliński";66505;41542;
3209012;"Będzino (2)";8639;5322;
3209022;"Biesiekierz (2)";7199;4536;
3209033;"Bobolice (3)";8857;5518;
3209034;"Bobolice - miasto (4)";3957;2425;
3209035;"Bobolice - obszar wiejski (5)";4900;3093;
3209042;"Manowo (2)";6919;4265;
3209053;"Mielno (3)";4881;2912;
3209054;"Mielno - miasto (4)";2898;1707;
3209055;"Mielno - obszar wiejski (5)";1983;1205;
3209063;"Polanów (3)";8532;5349;
3209064;"Polanów - miasto (4)";2881;1769;
3209065;"Polanów - obszar wiejski (5)";5651;3580;
3209073;"Sianów (3)";13852;8774;
3209074;"Sianów - miasto (4)";6560;4053;
3209075;"Sianów - obszar wiejski (5)";7292;4721;
3209082;"Świeszyno (2)";7626;4866;
3210000;"Powiat myśliborski";65373;39339;
3210013;"Barlinek (3)";19220;11435;
3210014;"Barlinek - miasto (4)";13611;7887;
3210015;"Barlinek - obszar wiejski (5)";5609;3548;
3210022;"Boleszkowice (2)";2846;1802;
3210033;"Dębno (3)";20386;12394;
3210034;"Dębno - miasto (4)";13626;8052;
3210035;"Dębno - obszar wiejski (5)";6760;4342;
3210043;"Myślibórz (3)";19567;11592;
3210044;"Myślibórz - miasto (4)";11049;6303;
3210045;"Myślibórz - obszar wiejski (5)";8518;5289;
3210052;"Nowogródek Pomorski (2)";3354;2116;
3211000;"Powiat policki";81584;50622;
3211012;"Dobra (Szczecińska) (2)";25061;15816;
3211022;"Kołbaskowo (2)";13782;8944;
3211033;"Nowe Warpno (3)";1624;1023;
3211034;"Nowe Warpno - miasto (4)";1178;720;
3211035;"Nowe Warpno - obszar wiejski (5)";446;303;
3211043;"Police (3)";41117;24839;
3211044;"Police - miasto (4)";32243;19340;
3211045;"Police - obszar wiejski (5)";8874;5499;
3212000;"Powiat pyrzycki";39202;23748;
3212012;"Bielice (2)";3142;2025;
3212022;"Kozielice (2)";2481;1550;
3212033;"Lipiany (3)";5794;3451;
3212034;"Lipiany - miasto (4)";3887;2293;
3212035;"Lipiany - obszar wiejski (5)";1907;1158;
3212042;"Przelewice (2)";5115;3136;
3212053;"Pyrzyce (3)";19227;11436;
3212054;"Pyrzyce - miasto (4)";12484;7297;
3212055;"Pyrzyce - obszar wiejski (5)";6743;4139;
3212062;"Warnice (2)";3443;2150;
3213000;"Powiat sławieński";55777;33540;
3213011;"Darłowo (1)";13574;7841;
3213021;"Sławno (1)";12357;6996;
3213032;"Darłowo (2)";7965;5041;
3213042;"Malechowo (2)";6201;3853;
3213052;"Postomino (2)";6847;4240;
3213062;"Sławno (2)";8833;5569;
3214000;"Powiat stargardzki";120132;71983;
3214011;"Stargard (1)";67579;39004;
3214023;"Chociwel (3)";5733;3612;
3214024;"Chociwel - miasto (4)";3123;1940;
3214025;"Chociwel - obszar wiejski (5)";2610;1672;
3214033;"Dobrzany (3)";4762;2943;
3214034;"Dobrzany - miasto (4)";2218;1403;
3214035;"Dobrzany - obszar wiejski (5)";2544;1540;
3214042;"Dolice (2)";7700;4792;
3214053;"Ińsko (3)";3318;2055;
3214054;"Ińsko - miasto (4)";1892;1153;
3214055;"Ińsko - obszar wiejski (5)";1426;902;
3214062;"Kobylanka (2)";5845;3589;
3214082;"Marianowo (2)";3089;1964;
3214092;"Stara Dąbrowa (2)";3717;2330;
3214102;"Stargard (2)";14133;9015;
3214113;"Suchań (3)";4256;2679;
3214114;"Suchań - miasto (4)";1440;906;
3214115;"Suchań - obszar wiejski (5)";2816;1773;
3215000;"Powiat szczecinecki";77258;46236;
3215011;"Szczecinek (1)";39827;23189;
3215023;"Barwice (3)";8457;5283;
3215024;"Barwice - miasto (4)";3677;2280;
3215025;"Barwice - obszar wiejski (5)";4780;3003;
3215033;"Biały Bór (3)";5275;3123;
3215034;"Biały Bór - miasto (4)";2208;1238;
3215035;"Biały Bór - obszar wiejski (5)";3067;1885;
3215043;"Borne Sulinowo (3)";9840;5902;
3215044;"Borne Sulinowo - miasto (4)";5052;2900;
3215045;"Borne Sulinowo - obszar wiejski (5)";4788;3002;
3215052;"Grzmiąca (2)";4638;2902;
3215062;"Szczecinek (2)";9221;5837;
3216000;"Powiat świdwiński";46394;28048;
3216011;"Świdwin (1)";15338;9183;
3216022;"Brzeżno (2)";2781;1648;
3216033;"Połczyn-Zdrój (3)";14998;8970;
3216034;"Połczyn-Zdrój - miasto (4)";7987;4615;
3216035;"Połczyn-Zdrój - obszar wiejski (5)";7011;4355;
3216042;"Rąbino (2)";3501;2179;
3216052;"Sławoborze (2)";3977;2456;
3216062;"Świdwin (2)";5799;3612;
3217000;"Powiat wałecki";52707;31905;
3217011;"Wałcz (1)";24949;14752;
3217023;"Człopa (3)";4871;3019;
3217024;"Człopa - miasto (4)";2308;1396;
3217025;"Człopa - obszar wiejski (5)";2563;1623;
3217033;"Mirosławiec (3)";5352;3242;
3217034;"Mirosławiec - miasto (4)";3054;1837;
3217035;"Mirosławiec - obszar wiejski (5)";2298;1405;
3217043;"Tuczno (3)";4871;2920;
3217044;"Tuczno - miasto (4)";1919;1101;
3217045;"Tuczno - obszar wiejski (5)";2952;1819;
3217052;"Wałcz (2)";12664;7972;
3218000;"Powiat łobeski";36486;21861;
3218013;"Dobra (3)";4353;2636;
3218014;"Dobra - miasto (4)";2296;1309;
3218015;"Dobra - obszar wiejski (5)";2057;1327;
3218023;"Łobez (3)";13815;8102;
3218024;"Łobez - miasto (4)";10048;5750;
3218025;"Łobez - obszar wiejski (5)";3767;2352;
3218032;"Radowo Małe (2)";3577;2150;
3218043;"Resko (3)";7885;4744;
3218044;"Resko - miasto (4)";4147;2438;
3218045;"Resko - obszar wiejski (5)";3738;2306;
3218053;"Węgorzyno (3)";6856;4229;
3218054;"Węgorzyno - miasto (4)";2771;1675;
3218055;"Węgorzyno - obszar wiejski (5)";4085;2554;
3261000;"Powiat m.Koszalin";106235;59752;
3261011;"Koszalin (1)";106235;59752;
3262000;"Powiat m.Szczecin";398255;229608;
3262011;"Szczecin (1)";398255;229608;
3263000;"Powiat m.Świnoujście";40948;23898;
3263011;"Świnoujście (1)";40948;23898;
