"Kod";"Nazwa";"wskaźnik świadczenia usług odbioru odpadów komunalnych z nieruchomości zamieszkanych;2020;[%]";"wskaźnik efektywności kosztowej ogółem usług odebranych odpadów komunalnych;2020;[zł/t]";
3019075;"Ujście - obszar wiejski (5)";0,0;0,00;
3019083;"Wyrzysk (3)";90,3;944,37;
3019084;"Wyrzysk - miasto (4)";0,0;0,00;
3019085;"Wyrzysk - obszar wiejski (5)";0,0;0,00;
3019093;"Wysoka (3)";88,2;1217,11;
3019094;"Wysoka - miasto (4)";0,0;0,00;
3019095;"Wysoka - obszar wiejski (5)";0,0;0,00;
3020000;"Powiat pleszewski";0,0;0,00;
3020013;"Chocz (3)";92,5;701,75;
3020014;"Chocz - miasto (4)";0,0;0,00;
3020015;"Chocz - obszar wiejski (5)";0,0;0,00;
3020022;"Czermin (2)";89,7;756,80;
3020033;"Dobrzyca (3)";90,2;661,55;
3020034;"Dobrzyca - miasto (4)";0,0;0,00;
3020035;"Dobrzyca - obszar wiejski (5)";0,0;0,00;
3020042;"Gizałki (2)";89,3;982,48;
3020052;"Gołuchów (2)";96,8;1108,04;
3020063;"Pleszew (3)";76,2;755,31;
3020064;"Pleszew - miasto (4)";0,0;0,00;
3020065;"Pleszew - obszar wiejski (5)";0,0;0,00;
3021000;"Powiat poznański";0,0;0,00;
3021011;"Luboń (1)";77,1;605,59;
3021021;"Puszczykowo (1)";67,2;602,28;
3021033;"Buk (3)";83,2;1333,80;
3021034;"Buk - miasto (4)";0,0;0,00;
3021035;"Buk - obszar wiejski (5)";0,0;0,00;
3021042;"Czerwonak (2)";70,9;1901,44;
3021052;"Dopiewo (2)";87,0;547,75;
3021062;"Kleszczewo (2)";82,5;1347,48;
3021072;"Komorniki (2)";63,3;1394,58;
3021083;"Kostrzyn (3)";53,7;1292,58;
3021084;"Kostrzyn - miasto (4)";0,0;0,00;
3021085;"Kostrzyn - obszar wiejski (5)";0,0;0,00;
3021093;"Kórnik (3)";82,9;731,47;
3021094;"Kórnik - miasto (4)";0,0;0,00;
3021095;"Kórnik - obszar wiejski (5)";0,0;0,00;
3021103;"Mosina (3)";91,9;916,32;
3021104;"Mosina - miasto (4)";0,0;0,00;
3021105;"Mosina - obszar wiejski (5)";0,0;0,00;
3021113;"Murowana Goślina (3)";78,9;1630,78;
3021114;"Murowana Goślina - miasto (4)";0,0;0,00;
3021115;"Murowana Goślina - obszar wiejski (5)";0,0;0,00;
3021123;"Pobiedziska (3)";82,1;1111,84;
3021124;"Pobiedziska - miasto (4)";0,0;0,00;
3021125;"Pobiedziska - obszar wiejski (5)";0,0;0,00;
3021132;"Rokietnica (2)";88,7;574,20;
3021143;"Stęszew (3)";79,0;643,24;
3021144;"Stęszew - miasto (4)";0,0;0,00;
3021145;"Stęszew - obszar wiejski (5)";0,0;0,00;
3021152;"Suchy Las (2)";82,7;539,34;
3021163;"Swarzędz (3)";70,3;990,56;
3021164;"Swarzędz - miasto (4)";0,0;0,00;
3021165;"Swarzędz - obszar wiejski (5)";0,0;0,00;
3021172;"Tarnowo Podgórne (2)";67,7;347,71;
3022000;"Powiat rawicki";0,0;0,00;
3022013;"Bojanowo (3)";89,2;1083,26;
3022014;"Bojanowo - miasto (4)";0,0;0,00;
3022015;"Bojanowo - obszar wiejski (5)";0,0;0,00;
3022023;"Jutrosin (3)";92,8;877,80;
3022024;"Jutrosin - miasto (4)";0,0;0,00;
3022025;"Jutrosin - obszar wiejski (5)";0,0;0,00;
3022033;"Miejska Górka (3)";90,3;988,53;
3022034;"Miejska Górka - miasto (4)";0,0;0,00;
3022035;"Miejska Górka - obszar wiejski (5)";0,0;0,00;
3022042;"Pakosław (2)";91,5;745,40;
3022053;"Rawicz (3)";82,2;816,51;
3022054;"Rawicz - miasto (4)";0,0;0,00;
3022055;"Rawicz - obszar wiejski (5)";0,0;0,00;
3023000;"Powiat słupecki";0,0;0,00;
3023011;"Słupca (1)";92,9;757,35;
3023022;"Lądek (2)";83,7;948,70;
3023032;"Orchowo (2)";94,5;524,35;
3023042;"Ostrowite (2)";87,4;767,11;
3023052;"Powidz (2)";73,5;692,72;
3023062;"Słupca (2)";82,6;839,08;
3023072;"Strzałkowo (2)";88,0;633,75;
3023083;"Zagórów (3)";94,9;619,80;
3023084;"Zagórów - miasto (4)";0,0;0,00;
3023085;"Zagórów - obszar wiejski (5)";0,0;0,00;
3024000;"Powiat szamotulski";0,0;0,00;
3024011;"Obrzycko (1)";75,0;763,88;
3024022;"Duszniki (2)";81,8;505,29;
3024032;"Kaźmierz (2)";92,8;765,79;
3024042;"Obrzycko (2)";77,3;943,70;
3024053;"Ostroróg (3)";86,5;668,83;
3024054;"Ostroróg - miasto (4)";0,0;0,00;
3024055;"Ostroróg - obszar wiejski (5)";0,0;0,00;
3024063;"Pniewy (3)";88,2;542,16;
3024064;"Pniewy - miasto (4)";0,0;0,00;
3024065;"Pniewy - obszar wiejski (5)";0,0;0,00;
3024073;"Szamotuły (3)";73,0;661,65;
3024074;"Szamotuły - miasto (4)";0,0;0,00;
3024075;"Szamotuły - obszar wiejski (5)";0,0;0,00;
3024083;"Wronki (3)";75,0;672,41;
3024084;"Wronki - miasto (4)";0,0;0,00;
3024085;"Wronki - obszar wiejski (5)";0,0;0,00;
3025000;"Powiat średzki";0,0;0,00;
3025012;"Dominowo (2)";92,8;1207,25;
3025022;"Krzykosy (2)";86,6;1378,58;
3025032;"Nowe Miasto nad Wartą (2)";86,3;771,96;
3025043;"Środa Wielkopolska (3)";78,5;654,05;
3025044;"Środa Wielkopolska - miasto (4)";0,0;0,00;
3025045;"Środa Wielkopolska - obszar wiejski (5)";0,0;0,00;
3025052;"Zaniemyśl (2)";85,9;516,64;
3026000;"Powiat śremski";0,0;0,00;
3026012;"Brodnica (2)";84,1;873,64;
3026023;"Dolsk (3)";87,4;1068,96;
3026024;"Dolsk - miasto (4)";0,0;0,00;
3026025;"Dolsk - obszar wiejski (5)";0,0;0,00;
3026033;"Książ Wielkopolski (3)";88,5;821,81;
3026034;"Książ Wielkopolski - miasto (4)";0,0;0,00;
3026035;"Książ Wielkopolski - obszar wiejski (5)";0,0;0,00;
3026043;"Śrem (3)";83,7;685,23;
3026044;"Śrem - miasto (4)";0,0;0,00;
3026045;"Śrem - obszar wiejski (5)";0,0;0,00;
3027000;"Powiat turecki";0,0;0,00;
3027011;"Turek (1)";82,2;680,97;
3027022;"Brudzew (2)";93,4;457,73;
3027033;"Dobra (3)";83,7;755,81;
3027034;"Dobra - miasto (4)";0,0;0,00;
3027035;"Dobra - obszar wiejski (5)";0,0;0,00;
3027042;"Kawęczyn (2)";94,1;805,76;
3027052;"Malanów (2)";86,2;880,67;
3027062;"Przykona (2)";88,7;689,09;
3027073;"Tuliszków (3)";91,5;616,11;
3027074;"Tuliszków - miasto (4)";0,0;0,00;
3027075;"Tuliszków - obszar wiejski (5)";0,0;0,00;
3027082;"Turek (2)";92,7;1112,76;
3027092;"Władysławów (2)";88,1;873,55;
3028000;"Powiat wągrowiecki";0,0;0,00;
3028011;"Wągrowiec (1)";88,3;828,66;
3028022;"Damasławek (2)";88,8;709,81;
3028033;"Gołańcz (3)";87,6;1152,02;
3028034;"Gołańcz - miasto (4)";0,0;0,00;
3028035;"Gołańcz - obszar wiejski (5)";0,0;0,00;
3028042;"Mieścisko (2)";96,2;764,57;
3028053;"Skoki (3)";86,4;1216,35;
3028054;"Skoki - miasto (4)";0,0;0,00;
3028055;"Skoki - obszar wiejski (5)";0,0;0,00;
3028062;"Wapno (2)";84,4;735,19;
3028072;"Wągrowiec (2)";88,6;798,09;
3029000;"Powiat wolsztyński";0,0;0,00;
3029012;"Przemęt (2)";79,5;800,02;
3029022;"Siedlec (2)";81,3;686,80;
3029033;"Wolsztyn (3)";78,0;634,90;
3029034;"Wolsztyn - miasto (4)";0,0;0,00;
3029035;"Wolsztyn - obszar wiejski (5)";0,0;0,00;
3030000;"Powiat wrzesiński";0,0;0,00;
3030012;"Kołaczkowo (2)";85,9;520,34;
3030023;"Miłosław (3)";85,7;564,89;
3030024;"Miłosław - miasto (4)";0,0;0,00;
3030025;"Miłosław - obszar wiejski (5)";0,0;0,00;
3030033;"Nekla (3)";76,8;518,20;
3030034;"Nekla - miasto (4)";0,0;0,00;
3030035;"Nekla - obszar wiejski (5)";0,0;0,00;
3030043;"Pyzdry (3)";84,3;575,70;
3030044;"Pyzdry - miasto (4)";0,0;0,00;
3030045;"Pyzdry - obszar wiejski (5)";0,0;0,00;
3030053;"Września (3)";78,1;471,43;
3030054;"Września - miasto (4)";0,0;0,00;
3030055;"Września - obszar wiejski (5)";0,0;0,00;
3031000;"Powiat złotowski";0,0;0,00;
3031011;"Złotów (1)";84,7;612,37;
3031023;"Jastrowie (3)";89,1;1021,49;
3031024;"Jastrowie - miasto (4)";0,0;0,00;
3031025;"Jastrowie - obszar wiejski (5)";0,0;0,00;
3031033;"Krajenka (3)";93,7;966,16;
3031034;"Krajenka - miasto (4)";0,0;0,00;
3031035;"Krajenka - obszar wiejski (5)";0,0;0,00;
3031042;"Lipka (2)";91,4;1459,96;
3031053;"Okonek (3)";86,8;898,21;
3031054;"Okonek - miasto (4)";0,0;0,00;
3031055;"Okonek - obszar wiejski (5)";0,0;0,00;
3031062;"Tarnówka (2)";85,9;1321,44;
3031072;"Zakrzewo (2)";86,8;1194,53;
3031082;"Złotów (2)";90,3;879,37;
3061000;"Powiat m.Kalisz";60,2;1013,66;
3061011;"Kalisz (1)";60,2;1013,66;
3062000;"Powiat m.Konin";82,6;394,98;
3062011;"Konin (1)";82,6;394,98;
3063000;"Powiat m.Leszno";83,2;655,36;
3063011;"Leszno (1)";83,2;655,36;
3064000;"Powiat m.Poznań";79,2;1233,99;
3064011;"Poznań (1)";79,2;1233,99;
3200000;"ZACHODNIOPOMORSKIE";73,4;648,97;
3201000;"Powiat białogardzki";0,0;0,00;
3201011;"Białogard (1)";77,5;538,32;
3201022;"Białogard (2)";93,5;951,59;
3201033;"Karlino (3)";92,3;660,35;
3201034;"Karlino - miasto (4)";0,0;0,00;
3201035;"Karlino - obszar wiejski (5)";0,0;0,00;
3201043;"Tychowo (3)";85,6;692,01;
3201044;"Tychowo - miasto (4)";0,0;0,00;
3201045;"Tychowo - obszar wiejski (5)";0,0;0,00;
3202000;"Powiat choszczeński";0,0;0,00;
3202012;"Bierzwnik (2)";99,5;349,27;
3202023;"Choszczno (3)";68,2;793,31;
3202024;"Choszczno - miasto (4)";0,0;0,00;
3202025;"Choszczno - obszar wiejski (5)";0,0;0,00;
3202033;"Drawno (3)";96,7;995,87;
3202034;"Drawno - miasto (4)";0,0;0,00;
3202035;"Drawno - obszar wiejski (5)";0,0;0,00;
3202042;"Krzęcin (2)";75,9;759,03;
3202053;"Pełczyce (3)";85,0;512,15;
3202054;"Pełczyce - miasto (4)";0,0;0,00;
3202055;"Pełczyce - obszar wiejski (5)";0,0;0,00;
3202063;"Recz (3)";80,3;819,33;
3202064;"Recz - miasto (4)";0,0;0,00;
3202065;"Recz - obszar wiejski (5)";0,0;0,00;
3203000;"Powiat drawski";0,0;0,00;
3203013;"Czaplinek (3)";65,7;670,48;
3203014;"Czaplinek - miasto (4)";0,0;0,00;
3203015;"Czaplinek - obszar wiejski (5)";0,0;0,00;
3203023;"Drawsko Pomorskie (3)";50,0;423,22;
3203024;"Drawsko Pomorskie - miasto (4)";0,0;0,00;
3203025;"Drawsko Pomorskie - obszar wiejski (5)";0,0;0,00;
3203033;"Kalisz Pomorski (3)";86,9;1214,06;
3203034;"Kalisz Pomorski - miasto (4)";0,0;0,00;
3203035;"Kalisz Pomorski - obszar wiejski (5)";0,0;0,00;
3203052;"Wierzchowo (2)";73,7;712,89;
3203063;"Złocieniec (3)";86,9;563,49;
3203064;"Złocieniec - miasto (4)";0,0;0,00;
3203065;"Złocieniec - obszar wiejski (5)";0,0;0,00;
3204000;"Powiat goleniowski";0,0;0,00;
3204023;"Goleniów (3)";77,5;736,86;
3204024;"Goleniów - miasto (4)";0,0;0,00;
3204025;"Goleniów - obszar wiejski (5)";0,0;0,00;
3204033;"Maszewo (3)";81,2;705,25;
3204034;"Maszewo - miasto (4)";0,0;0,00;
3204035;"Maszewo - obszar wiejski (5)";0,0;0,00;
3204043;"Nowogard (3)";85,3;427,17;
3204044;"Nowogard - miasto (4)";0,0;0,00;
3204045;"Nowogard - obszar wiejski (5)";0,0;0,00;
3204052;"Osina (2)";80,2;714,16;
3204062;"Przybiernów (2)";70,3;685,60;
3204073;"Stepnica (3)";70,6;796,66;
3204074;"Stepnica - miasto (4)";0,0;0,00;
3204075;"Stepnica - obszar wiejski (5)";0,0;0,00;
3205000;"Powiat gryficki";0,0;0,00;
3205012;"Brojce (2)";78,4;1048,92;
3205023;"Gryfice (3)";83,0;624,29;
3205024;"Gryfice - miasto (4)";0,0;0,00;
3205025;"Gryfice - obszar wiejski (5)";0,0;0,00;
3205032;"Karnice (2)";95,1;636,49;
3205043;"Płoty (3)";83,2;1195,24;
3205044;"Płoty - miasto (4)";0,0;0,00;
3205045;"Płoty - obszar wiejski (5)";0,0;0,00;
3205072;"Rewal (2)";20,0;494,92;
3205083;"Trzebiatów (3)";75,8;587,04;
3205084;"Trzebiatów - miasto (4)";0,0;0,00;
3205085;"Trzebiatów - obszar wiejski (5)";0,0;0,00;
3206000;"Powiat gryfiński";0,0;0,00;
3206012;"Banie (2)";81,3;806,95;
3206023;"Cedynia (3)";70,8;697,60;
3206024;"Cedynia - miasto (4)";0,0;0,00;
3206025;"Cedynia - obszar wiejski (5)";0,0;0,00;
3206033;"Chojna (3)";66,7;524,86;
3206034;"Chojna - miasto (4)";0,0;0,00;
3206035;"Chojna - obszar wiejski (5)";0,0;0,00;
3206043;"Gryfino (3)";60,6;642,70;
3206044;"Gryfino - miasto (4)";0,0;0,00;
3206045;"Gryfino - obszar wiejski (5)";0,0;0,00;
3206053;"Mieszkowice (3)";85,6;563,69;
3206054;"Mieszkowice - miasto (4)";0,0;0,00;
3206055;"Mieszkowice - obszar wiejski (5)";0,0;0,00;
3206063;"Moryń (3)";74,5;771,86;
3206064;"Moryń - miasto (4)";0,0;0,00;
3206065;"Moryń - obszar wiejski (5)";0,0;0,00;
3206072;"Stare Czarnowo (2)";78,4;684,81;
3206083;"Trzcińsko-Zdrój (3)";92,4;789,07;
3206084;"Trzcińsko-Zdrój - miasto (4)";0,0;0,00;
3206085;"Trzcińsko-Zdrój - obszar wiejski (5)";0,0;0,00;
3206092;"Widuchowa (2)";85,5;820,20;
3207000;"Powiat kamieński";0,0;0,00;
3207013;"Dziwnów (3)";54,9;473,36;
3207014;"Dziwnów - miasto (4)";0,0;0,00;
3207015;"Dziwnów - obszar wiejski (5)";0,0;0,00;
3207023;"Golczewo (3)";79,9;619,27;
3207024;"Golczewo - miasto (4)";0,0;0,00;
3207025;"Golczewo - obszar wiejski (5)";0,0;0,00;
3207033;"Kamień Pomorski (3)";76,7;494,85;
3207034;"Kamień Pomorski - miasto (4)";0,0;0,00;
3207035;"Kamień Pomorski - obszar wiejski (5)";0,0;0,00;
3207043;"Międzyzdroje (3)";68,7;670,68;
3207044;"Międzyzdroje - miasto (4)";0,0;0,00;
3207045;"Międzyzdroje - obszar wiejski (5)";0,0;0,00;
3207052;"Świerzno (2)";95,5;683,41;
3207063;"Wolin (3)";58,5;921,75;
3207064;"Wolin - miasto (4)";0,0;0,00;
3207065;"Wolin - obszar wiejski (5)";0,0;0,00;
3208000;"Powiat kołobrzeski";0,0;0,00;
3208011;"Kołobrzeg (1)";47,0;491,60;
3208022;"Dygowo (2)";74,6;677,46;
3208033;"Gościno (3)";70,9;731,73;
3208034;"Gościno - miasto (4)";0,0;0,00;
3208035;"Gościno - obszar wiejski (5)";0,0;0,00;
3208042;"Kołobrzeg (2)";55,8;864,91;
3208052;"Rymań (2)";63,2;497,58;
3208062;"Siemyśl (2)";70,3;712,93;
3208072;"Ustronie Morskie (2)";44,6;842,63;
3209000;"Powiat koszaliński";0,0;0,00;
3209012;"Będzino (2)";85,7;686,91;
3209022;"Biesiekierz (2)";80,2;799,04;
3209033;"Bobolice (3)";88,5;876,94;
3209034;"Bobolice - miasto (4)";0,0;0,00;
3209035;"Bobolice - obszar wiejski (5)";0,0;0,00;
3209042;"Manowo (2)";92,1;483,55;
3209053;"Mielno (3)";60,6;540,59;
3209054;"Mielno - miasto (4)";0,0;0,00;
3209055;"Mielno - obszar wiejski (5)";0,0;0,00;
3209063;"Polanów (3)";90,1;707,78;
3209064;"Polanów - miasto (4)";0,0;0,00;
3209065;"Polanów - obszar wiejski (5)";0,0;0,00;
3209073;"Sianów (3)";83,0;589,93;
3209074;"Sianów - miasto (4)";0,0;0,00;
3209075;"Sianów - obszar wiejski (5)";0,0;0,00;
3209082;"Świeszyno (2)";93,2;666,32;
3210000;"Powiat myśliborski";0,0;0,00;
3210013;"Barlinek (3)";69,3;610,87;
3210014;"Barlinek - miasto (4)";0,0;0,00;
3210015;"Barlinek - obszar wiejski (5)";0,0;0,00;
3210022;"Boleszkowice (2)";69,9;743,97;
3210033;"Dębno (3)";85,3;525,13;
3210034;"Dębno - miasto (4)";0,0;0,00;
3210035;"Dębno - obszar wiejski (5)";0,0;0,00;
3210043;"Myślibórz (3)";78,3;279,26;
3210044;"Myślibórz - miasto (4)";0,0;0,00;
3210045;"Myślibórz - obszar wiejski (5)";0,0;0,00;
3210052;"Nowogródek Pomorski (2)";89,7;836,48;
3211000;"Powiat policki";0,0;0,00;
3211012;"Dobra (Szczecińska) (2)";79,7;848,41;
3211022;"Kołbaskowo (2)";72,1;548,83;
3211033;"Nowe Warpno (3)";85,2;1150,54;
3211034;"Nowe Warpno - miasto (4)";0,0;0,00;
3211035;"Nowe Warpno - obszar wiejski (5)";0,0;0,00;
3211043;"Police (3)";84,8;580,28;
3211044;"Police - miasto (4)";0,0;0,00;
3211045;"Police - obszar wiejski (5)";0,0;0,00;
3212000;"Powiat pyrzycki";0,0;0,00;
3212012;"Bielice (2)";85,7;840,56;
3212022;"Kozielice (2)";82,2;663,24;
3212033;"Lipiany (3)";85,8;810,58;
3212034;"Lipiany - miasto (4)";0,0;0,00;
3212035;"Lipiany - obszar wiejski (5)";0,0;0,00;
3212042;"Przelewice (2)";83,4;598,19;
3212053;"Pyrzyce (3)";87,3;620,25;
3212054;"Pyrzyce - miasto (4)";0,0;0,00;
3212055;"Pyrzyce - obszar wiejski (5)";0,0;0,00;
3212062;"Warnice (2)";76,3;659,00;
3213000;"Powiat sławieński";0,0;0,00;
3213011;"Darłowo (1)";63,7;961,16;
3213021;"Sławno (1)";72,4;649,68;
3213032;"Darłowo (2)";53,4;817,60;
3213042;"Malechowo (2)";86,7;625,63;
3213052;"Postomino (2)";38,3;571,20;
3213062;"Sławno (2)";79,1;995,75;
3214000;"Powiat stargardzki";0,0;0,00;
3214011;"Stargard (1)";67,1;559,76;
3214023;"Chociwel (3)";94,6;891,08;
3214024;"Chociwel - miasto (4)";0,0;0,00;
3214025;"Chociwel - obszar wiejski (5)";0,0;0,00;
3214033;"Dobrzany (3)";88,3;889,75;
3214034;"Dobrzany - miasto (4)";0,0;0,00;
3214035;"Dobrzany - obszar wiejski (5)";0,0;0,00;
3214042;"Dolice (2)";82,4;733,44;
3214053;"Ińsko (3)";83,3;851,06;
3214054;"Ińsko - miasto (4)";0,0;0,00;
3214055;"Ińsko - obszar wiejski (5)";0,0;0,00;
3214062;"Kobylanka (2)";63,4;598,56;
3214082;"Marianowo (2)";88,6;751,43;
3214092;"Stara Dąbrowa (2)";90,1;622,39;
3214102;"Stargard (2)";84,4;706,71;
3214113;"Suchań (3)";80,6;778,47;
3214114;"Suchań - miasto (4)";0,0;0,00;
3214115;"Suchań - obszar wiejski (5)";0,0;0,00;
3215000;"Powiat szczecinecki";0,0;0,00;
3215011;"Szczecinek (1)";75,9;550,92;
3215023;"Barwice (3)";83,3;767,32;
3215024;"Barwice - miasto (4)";0,0;0,00;
3215025;"Barwice - obszar wiejski (5)";0,0;0,00;
3215033;"Biały Bór (3)";70,6;647,86;
3215034;"Biały Bór - miasto (4)";0,0;0,00;
3215035;"Biały Bór - obszar wiejski (5)";0,0;0,00;
3215043;"Borne Sulinowo (3)";67,8;943,94;
3215044;"Borne Sulinowo - miasto (4)";0,0;0,00;
3215045;"Borne Sulinowo - obszar wiejski (5)";0,0;0,00;
3215052;"Grzmiąca (2)";54,9;636,64;
3215062;"Szczecinek (2)";87,6;1049,79;
3216000;"Powiat świdwiński";0,0;0,00;
3216011;"Świdwin (1)";78,4;793,34;
3216022;"Brzeżno (2)";80,2;780,80;
3216033;"Połczyn-Zdrój (3)";82,9;663,36;
3216034;"Połczyn-Zdrój - miasto (4)";0,0;0,00;
3216035;"Połczyn-Zdrój - obszar wiejski (5)";0,0;0,00;
3216042;"Rąbino (2)";79,4;663,27;
3216052;"Sławoborze (2)";72,1;659,02;
3216062;"Świdwin (2)";87,0;788,96;
3217000;"Powiat wałecki";0,0;0,00;
3217011;"Wałcz (1)";74,1;713,51;
3217023;"Człopa (3)";96,7;930,71;
3217024;"Człopa - miasto (4)";0,0;0,00;
3217025;"Człopa - obszar wiejski (5)";0,0;0,00;
3217033;"Mirosławiec (3)";88,5;558,32;
3217034;"Mirosławiec - miasto (4)";0,0;0,00;
3217035;"Mirosławiec - obszar wiejski (5)";0,0;0,00;
3217043;"Tuczno (3)";92,8;920,09;
3217044;"Tuczno - miasto (4)";0,0;0,00;
3217045;"Tuczno - obszar wiejski (5)";0,0;0,00;
3217052;"Wałcz (2)";86,7;1059,34;
3218000;"Powiat łobeski";0,0;0,00;
3218013;"Dobra (3)";83,7;657,23;
3218014;"Dobra - miasto (4)";0,0;0,00;
3218015;"Dobra - obszar wiejski (5)";0,0;0,00;
3218023;"Łobez (3)";88,2;661,40;
3218024;"Łobez - miasto (4)";0,0;0,00;
3218025;"Łobez - obszar wiejski (5)";0,0;0,00;
3218032;"Radowo Małe (2)";92,9;729,25;
3218043;"Resko (3)";94,1;688,22;
3218044;"Resko - miasto (4)";0,0;0,00;
3218045;"Resko - obszar wiejski (5)";0,0;0,00;
3218053;"Węgorzyno (3)";89,2;707,91;
3218054;"Węgorzyno - miasto (4)";0,0;0,00;
3218055;"Węgorzyno - obszar wiejski (5)";0,0;0,00;
3261000;"Powiat m.Koszalin";76,2;524,56;
3261011;"Koszalin (1)";76,2;524,56;
3262000;"Powiat m.Szczecin";76,5;717,60;
3262011;"Szczecin (1)";76,5;717,60;
3263000;"Powiat m.Świnoujście";54,0;420,73;
3263011;"Świnoujście (1)";54,0;420,73;
